Class combination;Number of classes;K worst features rejected;Mean Accuracy;Worst features labels
(1, 2, 3, 4, 5, 6);6;245;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6
(1, 2, 3, 4, 5, 6);6;246;0.65;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6 SSC3
(1, 2, 3, 4, 5, 6);6;247;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6 SSC3 WL9
(1, 2, 3, 4, 5, 6);6;248;0.65;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6 SSC3 WL9 VAR51
(1, 2, 3, 4, 5, 6);6;249;0.66;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6 SSC3 WL9 VAR51 WL20
(1, 2, 3, 4, 5, 6);6;250;0.65;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6 SSC3 WL20 VAR51 MAV20 WL9
(1, 2, 3, 4, 5, 6);6;251;0.64;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6 SSC3 WL20 VAR51 MAV20 WL9 SSC48
(1, 2, 3, 4, 5, 6);6;252;0.64;VAR16 MAV61 SSC61 SSC60 MAV60 MAV59 SSC59 SSC58 MAV56 SSC57 SSC56 MAV53 WL13 MAV49 MAV45 WL16 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 WL27 WL28 WL29 WL30 WL31 WL32 WL33 MAV32 MAV31 MAV30 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 MAV29 MAV28 WL49 WL50 MAV27 MAV26 WL53 WL54 SSC9 WL56 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 ZC5 SSC17 SSC42 SSC18 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC15 VAR60 VAR59 ZC18 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 VAR40 VAR39 VAR38 SSC34 ZC45 ZC46 VAR37 VAR36 ZC49 ZC50 ZC51 VAR35 ZC53 ZC54 VAR34 ZC56 VAR33 SSC26 VAR31 ZC60 VAR29 SSC33 VAR32 SSC31 VAR1 SSC30 SSC29 VAR28 VAR5 VAR27 VAR26 VAR25 VAR9 SSC27 VAR23 VAR22 VAR13 VAR21 VAR17 SSC32 VAR58 VAR15 WL5 MAV57 MAV55 SSC55 MAV50 WL14 WL23 VAR7 VAR6 WL25 ZC61 VAR30 ZC59 ZC58 ZC57 ZC55 MAV34 WL26 ZC47 ZC43 ZC42 WL34 MAV25 WL57 MAV17 ZC27 WL59 WL61 VAR47 VAR48 SSC10 VAR50 SSC47 SSC19 VAR64 VAR54 VAR55 ZC16 VAR57 SSC15 ZC28 ZC17 ZC10 VAR62 VAR63 MAV58 VAR14 MAV47 WL15 VAR8 SSC43 WL36 VAR18 WL47 WL51 WL55 MAV23 SSC23 VAR46 WL58 MAV15 ZC25 WL48 SSC41 WL19 VAR19 MAV14 ZC23 SSC11 WL62 ZC33 ZC20 VAR20 ZC19 MAV1 ZC2 WL35 MAV54 ZC48 VAR12 MAV51 SSC28 ZC6 VAR10 MAV19 WL18 WL17 MAV46 SSC2 SSC1 MAV18 MAV52 MAV64 MAV48 WL6 VAR11 SSC20 ZC52 SSC6 SSC3 WL20 VAR51 MAV20 WL9 SSC48 WL52
(1, 2, 3, 4, 5, 6);6;253;0.63;MAV64 VAR32 SSC61 SSC60 WL5 WL6 SSC59 SSC58 WL9 SSC57 SSC56 SSC55 WL13 WL14 WL15 WL16 WL17 WL18 WL19 WL20 WL21 WL22 WL23 SSC54 WL25 WL26 WL27 WL28 WL29 WL30 WL31 WL32 WL33 WL34 WL35 WL36 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 WL47 WL48 WL49 WL50 WL51 WL52 WL53 WL54 WL55 WL56 WL57 WL58 WL59 WL60 WL61 WL62 SSC48 SSC47 SSC46 ZC2 SSC45 SSC43 ZC5 ZC6 SSC42 SSC41 SSC40 ZC10 SSC39 SSC38 ZC13 ZC14 ZC15 ZC16 ZC17 ZC18 ZC19 ZC20 ZC21 ZC22 ZC23 SSC37 ZC25 ZC26 ZC27 ZC28 ZC29 ZC30 ZC31 ZC32 ZC33 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 ZC41 ZC42 ZC43 SSC34 ZC45 ZC46 ZC47 ZC48 ZC49 ZC50 ZC51 ZC52 ZC53 ZC54 ZC55 ZC56 ZC57 ZC58 ZC59 ZC60 ZC61 SSC33 SSC32 SSC31 VAR1 SSC30 SSC29 SSC28 VAR5 VAR6 VAR7 VAR8 VAR9 VAR10 VAR11 VAR12 VAR13 VAR14 VAR15 VAR16 VAR17 VAR18 VAR19 VAR20 VAR21 VAR22 VAR23 SSC27 VAR25 VAR26 VAR27 VAR28 VAR29 VAR30 VAR31 SSC26 VAR33 VAR34 VAR35 VAR36 VAR37 VAR38 VAR39 VAR40 SSC25 SSC23 SSC22 SSC21 VAR45 VAR46 VAR47 VAR48 VAR49 VAR50 VAR51 SSC20 VAR53 VAR54 VAR55 VAR56 VAR57 VAR58 VAR59 VAR60 VAR61 VAR62 VAR63 VAR64 MAV1 SSC19 SSC18 SSC17 MAV5 SSC16 SSC15 SSC14 MAV9 SSC13 SSC11 SSC10 MAV13 MAV14 MAV15 MAV16 MAV17 MAV18 MAV19 MAV20 MAV21 MAV22 MAV23 SSC9 MAV25 MAV26 MAV27 MAV28 MAV29 MAV30 MAV31 MAV32 MAV33 MAV34 SSC6 MAV36 MAV37 MAV38 MAV39 MAV40 SSC5 SSC3 SSC2 SSC1 MAV45 MAV46 MAV47 MAV48 MAV49 MAV50 MAV51 MAV52 MAV53 MAV54 MAV55 MAV56 MAV57 MAV58 MAV59 MAV60 MAV61
(1, 2, 3, 4, 5, 6);6;254;0.63;MAV64 VAR32 SSC61 SSC60 WL5 WL6 SSC59 SSC58 WL9 SSC57 SSC56 SSC55 WL13 WL14 WL15 WL16 WL17 WL18 WL19 WL20 WL21 WL22 WL23 SSC54 WL25 WL26 WL27 WL28 WL29 WL30 WL31 WL32 WL33 WL34 WL35 WL36 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 WL47 WL48 WL49 WL50 WL51 WL52 WL53 WL54 WL55 WL56 WL57 WL58 WL59 WL60 WL61 WL62 SSC48 SSC47 SSC46 ZC2 SSC45 SSC43 ZC5 ZC6 SSC42 SSC41 SSC40 ZC10 SSC39 SSC38 ZC13 ZC14 ZC15 ZC16 ZC17 ZC18 ZC19 ZC20 ZC21 ZC22 ZC23 SSC37 ZC25 ZC26 ZC27 ZC28 ZC29 ZC30 ZC31 ZC32 ZC33 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 ZC41 ZC42 ZC43 SSC34 ZC45 ZC46 ZC47 ZC48 ZC49 ZC50 ZC51 ZC52 ZC53 ZC54 ZC55 ZC56 ZC57 ZC58 ZC59 ZC60 ZC61 SSC33 SSC32 SSC31 VAR1 SSC30 SSC29 SSC28 VAR5 VAR6 VAR7 VAR8 VAR9 VAR10 VAR11 VAR12 VAR13 VAR14 VAR15 VAR16 VAR17 VAR18 VAR19 VAR20 VAR21 VAR22 VAR23 SSC27 VAR25 VAR26 VAR27 VAR28 VAR29 VAR30 VAR31 SSC26 VAR33 VAR34 VAR35 VAR36 VAR37 VAR38 VAR39 VAR40 SSC25 SSC23 SSC22 SSC21 VAR45 VAR46 VAR47 VAR48 VAR49 VAR50 VAR51 SSC20 VAR53 VAR54 VAR55 VAR56 VAR57 VAR58 VAR59 VAR60 VAR61 VAR62 VAR63 VAR64 MAV1 SSC19 SSC18 SSC17 MAV5 SSC16 SSC15 SSC14 MAV9 SSC13 SSC11 SSC10 MAV13 MAV14 MAV15 MAV16 MAV17 MAV18 MAV19 MAV20 MAV21 MAV22 MAV23 SSC9 MAV25 MAV26 MAV27 MAV28 MAV29 MAV30 MAV31 MAV32 MAV33 MAV34 SSC6 MAV36 MAV37 MAV38 MAV39 MAV40 SSC5 SSC3 SSC2 SSC1 MAV45 MAV46 MAV47 MAV48 MAV49 MAV50 MAV51 MAV52 MAV53 MAV54 MAV55 MAV56 MAV57 MAV58 MAV59 MAV60 MAV61 SSC64
(1, 2, 3, 4, 5, 6);6;255;0.63;MAV64 VAR32 SSC61 SSC60 WL5 WL6 SSC59 SSC58 WL9 SSC57 SSC56 SSC55 WL13 WL14 WL15 WL16 WL17 WL18 WL19 WL20 WL21 WL22 WL23 SSC54 WL25 WL26 WL27 WL28 WL29 WL30 WL31 WL32 WL33 WL34 WL35 WL36 WL37 WL38 WL39 WL40 SSC53 SSC51 SSC50 SSC49 WL45 WL46 WL47 WL48 WL49 WL50 WL51 WL52 WL53 WL54 WL55 WL56 WL57 WL58 WL59 WL60 WL61 WL62 SSC48 SSC47 SSC46 ZC2 SSC45 SSC43 ZC5 ZC6 SSC42 SSC41 SSC40 ZC10 SSC39 SSC38 ZC13 ZC14 ZC15 ZC16 ZC17 ZC18 ZC19 ZC20 ZC21 ZC22 ZC23 SSC37 ZC25 ZC26 ZC27 ZC28 ZC29 ZC30 ZC31 ZC32 ZC33 ZC34 ZC35 SSC35 ZC37 ZC38 ZC39 ZC40 ZC41 ZC42 ZC43 SSC34 ZC45 ZC46 ZC47 ZC48 ZC49 ZC50 ZC51 ZC52 ZC53 ZC54 ZC55 ZC56 ZC57 ZC58 ZC59 ZC60 ZC61 SSC33 SSC32 SSC31 VAR1 SSC30 SSC29 SSC28 VAR5 VAR6 VAR7 VAR8 VAR9 VAR10 VAR11 VAR12 VAR13 VAR14 VAR15 VAR16 VAR17 VAR18 VAR19 VAR20 VAR21 VAR22 VAR23 SSC27 VAR25 VAR26 VAR27 VAR28 VAR29 VAR30 VAR31 SSC26 VAR33 VAR34 VAR35 VAR36 VAR37 VAR38 VAR39 VAR40 SSC25 SSC23 SSC22 SSC21 VAR45 VAR46 VAR47 VAR48 VAR49 VAR50 VAR51 SSC20 VAR53 VAR54 VAR55 VAR56 VAR57 VAR58 VAR59 VAR60 VAR61 VAR62 VAR63 VAR64 MAV1 SSC19 SSC18 SSC17 MAV5 SSC16 SSC15 SSC14 MAV9 SSC13 SSC11 SSC10 MAV13 MAV14 MAV15 MAV16 MAV17 MAV18 MAV19 MAV20 MAV21 MAV22 MAV23 SSC9 MAV25 MAV26 MAV27 MAV28 MAV29 MAV30 MAV31 MAV32 MAV33 MAV34 SSC6 MAV36 MAV37 MAV38 MAV39 MAV40 SSC5 SSC3 SSC2 SSC1 MAV45 MAV46 MAV47 MAV48 MAV49 MAV50 MAV51 MAV52 MAV53 MAV54 MAV55 MAV56 MAV57 MAV58 MAV59 MAV60 MAV61 SSC64 WL7
